sample_id,layer,position,position_index,prompt_token_count,gold_answer,baseline_answer,swap_answer,answer_changed,transition_group,stable_correct,broken,repaired,stable_wrong,stable_wrong_same_wrong_answer,stable_wrong_different_wrong_answer,l2_distance,cosine_distance,relative_norm_difference,clean_hidden_norm,swap_hidden_norm,dot_product,delta_l2_from_previous_layer,delta_cosine_from_previous_layer
mgsm_0000,0,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,0.0,2.862218950738793e-07,0.0,15.954316139221191,15.954316139221191,254.54013061523438,,
mgsm_0000,1,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,0.0,5.271939518269875e-08,0.0,21.809907913208008,21.809907913208008,475.67205810546875,0.0,-2.3350249989118055e-07
mgsm_0000,2,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,0.0,1.6143857817230156e-07,0.0,24.372228622436523,24.372228622436523,594.0054321289062,0.0,1.0871918298960281e-07
mgsm_0000,3,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,0.0,1.54581331068826e-08,0.0,26.696882247924805,26.696882247924805,712.7235107421875,0.0,-1.4598044506541896e-07
mgsm_0000,4,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,0.0,0.0,0.0,30.686779022216797,30.686779022216797,941.678466796875,0.0,-1.54581331068826e-08
mgsm_0000,5,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,0.0,0.0,0.0,32.242156982421875,32.242156982421875,1039.5567626953125,0.0,0.0
mgsm_0000,6,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,0.0,1.0553648299715945e-07,0.0,34.663272857666016,34.663272857666016,1201.5423583984375,0.0,1.0553648299715945e-07
mgsm_0000,7,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,0.0,0.0,0.0,32.80451202392578,32.80451202392578,1076.13623046875,0.0,-1.0553648299715945e-07
mgsm_0000,8,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,1.4789193868637085,0.0009938499446059401,0.0019115553480541763,33.17283630371094,33.10942459106445,1097.241943359375,1.4789193868637085,0.0009938499446059401
mgsm_0000,9,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,2.983205556869507,0.003671286389307138,0.02501130853160882,33.04138946533203,33.8677978515625,1114.9307861328125,1.5042861700057983,0.002677436444701198
mgsm_0000,10,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,4.623237609863281,0.0058131883733985035,0.03453055695673899,40.20955276489258,41.5980110168457,1662.9140625,1.6400320529937744,0.0021419019840913656
mgsm_0000,11,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,6.233504295349121,0.010919907932288031,0.02517575439049371,41.081581115722656,42.115840911865234,1711.2918701171875,1.6102666854858398,0.0051067195588895276
mgsm_0000,12,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,7.262762546539307,0.013986690018183312,0.010063913390112608,43.12987518310547,43.56393051147461,1852.627197265625,1.0292582511901855,0.003066782085895281
mgsm_0000,13,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,8.086359024047852,0.01790554513228404,0.011627881872572857,42.405967712402344,42.8990592956543,1786.602783203125,0.8235964775085449,0.003918855114100728
mgsm_0000,14,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,9.190509796142578,0.020288653944067203,0.023847955569494556,44.784706115722656,45.85272979736328,2011.8382568359375,1.1041507720947266,0.0023831088117831634
mgsm_0000,15,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,9.893078804016113,0.024718294466612778,0.01379194691239036,44.107330322265625,44.71565628051758,1923.53662109375,0.7025690078735352,0.004429640522545575
mgsm_0000,16,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,12.934104919433594,0.031545244056116584,0.0119629512249909,51.74527359008789,51.12624740600586,2562.08740234375,3.0410261154174805,0.006826949589503806
mgsm_0000,17,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,14.51467227935791,0.03590968246092263,0.011172657632766045,54.41837692260742,53.81037902832031,2823.1201171875,1.5805673599243164,0.004364438404806048
mgsm_0000,18,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,17.535125732421875,0.040886731674388055,0.026742893102589253,61.87942123413086,60.224586486816406,3574.29150390625,3.020453453063965,0.004977049213465423
mgsm_0000,19,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,20.753211975097656,0.04644906687473671,0.0533775408481053,65.39684295654297,68.88756561279297,4295.77490234375,3.2180862426757812,0.005562335200348656
mgsm_0000,20,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,23.909643173217773,0.048151834880251765,0.06695838934141188,73.013671875,77.90254974365234,5414.06591796875,3.156431198120117,0.001702768005515054
mgsm_0000,21,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,27.864103317260742,0.04199716546141996,0.0375517357841941,93.63323211669922,97.14932250976562,8714.3818359375,3.9544601440429688,-0.006154669418831804
mgsm_0000,22,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,32.03343200683594,0.0401561855388497,0.02420386968518106,111.29570007324219,113.98948669433594,12177.0966796875,4.169328689575195,-0.0018409799225702628
mgsm_0000,23,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,36.53207778930664,0.03601057666372931,0.014789490075842786,134.92990112304688,136.92544555664062,17810.029296875,4.498645782470703,-0.004145608875120388
mgsm_0000,24,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,41.85382080078125,0.03380684060861372,0.029691114368842867,157.6278076171875,162.30795288085938,24719.32421875,5.321743011474609,-0.0022037360551155905
mgsm_0000,25,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,46.695648193359375,0.02790429493475599,0.015420665108409561,195.7463836669922,198.76492309570312,37821.828125,4.841827392578125,-0.005902545673857729
mgsm_0000,26,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,52.208099365234375,0.019959458358875803,0.01994071506569184,262.6208190917969,257.38397216796875,66245.2421875,5.512451171875,-0.007944836575880188
mgsm_0000,27,final_prompt_token,119,120,18,18,18,False,stable_correct,True,False,False,False,False,False,59.98430633544922,0.027867657335234997,0.010829846356992155,255.19735717773438,252.43360900878906,62625.14453125,7.776206970214844,0.007908198976359193
mgsm_0001,0,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,0.0,1.0578697040575236e-07,0.0,15.994797706604004,15.994797706604004,255.83352661132812,,
mgsm_0001,1,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,0.0,0.0,0.0,21.357999801635742,21.357999801635742,456.1641845703125,0.0,-1.0578697040575236e-07
mgsm_0001,2,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,0.0,3.875250598195379e-08,0.0,24.410388946533203,24.410388946533203,595.8670654296875,0.0,3.875250598195379e-08
mgsm_0001,3,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,0.0,1.3498077788831608e-07,0.0,26.848051071166992,26.848051071166992,720.8177490234375,0.0,9.62282719063623e-08
mgsm_0001,4,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,0.0,0.0,0.0,30.31369400024414,30.31369400024414,918.9200439453125,0.0,-1.3498077788831608e-07
mgsm_0001,5,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,0.0,5.6795941727472155e-08,0.0,31.44542694091797,31.44542694091797,988.8148193359375,0.0,5.6795941727472155e-08
mgsm_0001,6,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,0.0,0.0,0.0,34.335086822509766,34.335086822509766,1178.898193359375,0.0,-5.6795941727472155e-08
mgsm_0001,7,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,0.0,9.054099270322524e-08,0.0,33.08432388305664,33.08432388305664,1094.5723876953125,0.0,9.054099270322524e-08
mgsm_0001,8,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,1.4781640768051147,0.0009800794299379412,0.00025440784147341325,33.3925666809082,33.384071350097656,1113.687255859375,1.4781640768051147,0.000979988888945238
mgsm_0001,9,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,2.9435102939605713,0.003552294917937515,0.025544609971481745,33.03687286376953,33.88078689575195,1115.339111328125,1.4653462171554565,0.002572215487999574
mgsm_0001,10,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,4.541593074798584,0.005434801793398947,0.028376036595519235,41.48814010620117,42.665409088134766,1760.48828125,1.5980827808380127,0.0018825068754614316
mgsm_0001,11,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,6.284735679626465,0.01114370700426448,0.019357031036407703,41.35639953613281,42.15693664550781,1724.030517578125,1.7431426048278809,0.005708905210865534
mgsm_0001,12,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,7.638791561126709,0.015553481045313844,0.010796920868593978,42.999305725097656,43.463565826416016,1839.835205078125,1.3540558815002441,0.0044097740410493635
mgsm_0001,13,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,8.82754898071289,0.020666611223991938,0.004771718348022986,43.304805755615234,43.511444091796875,1845.3134765625,1.1887574195861816,0.005113130178678094
mgsm_0001,14,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,10.129837036132812,0.0239317350283752,0.023785399601034898,45.499263763427734,46.58148193359375,2068.70166015625,1.3022880554199219,0.003265123804383263
mgsm_0001,15,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,10.760973930358887,0.027398037245290996,0.029385154186737397,44.96645736694336,46.287803649902344,2024.372314453125,0.6311368942260742,0.0034663022169157953
mgsm_0001,16,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,13.288996696472168,0.03413249639604066,0.01884695272675267,51.21244430541992,50.24724578857422,2485.45166015625,2.5280227661132812,0.006734459150749661
mgsm_0001,17,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,15.078816413879395,0.03920346080959125,0.025143996167640313,54.31650924682617,52.950775146484375,2763.34814453125,1.7898197174072266,0.005070964413550594
mgsm_0001,18,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,18.585023880004883,0.04624392191074134,0.03364017970377801,61.77599334716797,59.697837829589844,3517.3505859375,3.5062074661254883,0.007040461101150086
mgsm_0001,19,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,21.00625991821289,0.04603810816472631,0.04961625728164443,66.72640991210938,70.03712463378906,4458.1748046875,2.421236038208008,-0.00020581374601502667
mgsm_0001,20,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,24.219932556152344,0.04788731324581563,0.04977185020480452,75.45967864990234,79.21544647216797,5691.322265625,3.213672637939453,0.0018492050810893224
mgsm_0001,21,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,27.416362762451172,0.04027151514826832,0.016835716011141748,95.63595581054688,97.24605560302734,8925.685546875,3.196430206298828,-0.0076157980975473105
mgsm_0001,22,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,29.997764587402344,0.03520845319158594,0.01523878609547357,112.01133728027344,113.71825408935547,12289.2578125,2.581401824951172,-0.00506306195668238
mgsm_0001,23,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,33.400333404541016,0.02988175145329708,0.015279458369995676,135.33367919921875,137.40150451660156,18039.3984375,3.402568817138672,-0.005326701738288864
